bbl,tax_year,neighborhood,building_classification,total_units,year_built,gross_sqft,est_gross_income,gross_income_per_sqft,est_expense,expense_per_sqft,net_operating_income,full_market_value,market_value_per_sqft,comparable_rental_1_boro_block_lot,comparable_rental_1_neighborhood,comparable_rental_1_building_classification,comparable_rental_1_total_units,comparable_rental_1_year_built,comparable_rental_1_gross_sqft,comparable_rental_1_est_gross_income,comparable_rental_1_gross_income_per_sqft,comparable_rental_1_est_expense,comparable_rental_1_expense_per_sqft,comparable_rental_1_net_operating_income,comparable_rental_1_full_market_value,comparable_rental_1_market_value_per_sqft,comparable_rental_1_dist_from_coop_in_miles,comparable_rental_2_boro_block_lot,comparable_rental_2_neighborhood,comparable_rental_2_building_classification,comparable_rental_2_total_units,comparable_rental_2_year_built,comparable_rental_2_gross_sqft,comparable_rental_2_est_gross_income,comparable_rental_2_gross_income_per_sqft,comparable_rental_2_est_expense,comparable_rental_2_expense_per_sqft,comparable_rental_2_net_operating_income,comparable_rental_2_full_market_value,comparable_rental_2_market_value_per_sqft,comparable_rental_2_dist_from_coop_in_miles,comparable_rental_3_boro_block_lot,comparable_rental_3_address,comparable_rental_3_neighborhood,comparable_rental_3_building_classification,comparable_rental_3_total_units,comparable_rental_3_year_built,comparable_rental_3_gross_sqft,comparable_rental_3_est_gross_income,comparable_rental_3_gross_income_per_sqft,comparable_rental_3_est_expense,comparable_rental_3_expense_per_sqft,comparable_rental_3_net_operating_income,comparable_rental_3_full_market_value,comparable_rental_3_market_value_per_sqft,comparable_rental_3_dist_from_coop_in_miles,block,lot,BoroCode,Zip,UnitsRes,ComArea,NumFloors,SchoolDist,outstanding_fines,FDNY_issues,SANITATION_issues,DOB_issues
1-00521-0071,2012,GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,25,1900,40607,1470786,36.22,353281,8.7,1117500,8241000,202.95,1-00348-0040,LOWER EAST SIDE,D6-ELEVATOR,36,1900,38498,1366791,35.5,355488,9.23,1011300,7475000,194.17,0.61,1-00350-0026,LOWER EAST SIDE,D1-ELEVATOR,25,2005,36000,1329829,36.94,294256,8.17,1035570,7623000,211.75,0.51,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,521,71,1,10012,22,2835,7,2,-25,20,4,2
1-00562-0001,2009,GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,215,1923,182200,6695850,36.8,NA,NA,NA,33700000,185,1-00878-0004,GRAMERCY,D9-ELEVATOR,190,1900,145299,4811189,33.1,NA,NA,NA,23300000,160,0.6,1-00818-0010,FLATIRON,D9-ELEVATOR,95,1911,64049,2588000,40.4,NA,NA,NA,13000000,203,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,1,1,10003,205,19484,12,2,1125,36,22,18
1-00562-0001,2011,GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,215,1923,182200,5800000,31.8,NA,NA,NA,27000000,148,1-00585-0001,GREENWICH VILLAGE-WEST,D7-ELEVATOR,137,1900,97290,3471000,35.7,NA,NA,NA,16200000,167,0.7,1-00548-0001,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,272,1930,218985,7882000,36,NA,NA,NA,36700000,168,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,1,1,10003,205,19484,12,2,1125,36,22,18
1-00562-0001,2012,GREENWICH VILLAGE-CENTRAL,D0-ELEVATOR,215,1923,182200,5502440,30.2,1871190,10.27,3631250,27190000,149.23,1-00562-0044,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1893259,41.61,619008,13.61,1274250,9620000,211.45,0,1-00564-0004,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,47,1940,43395,1170567,26.97,321896,7.42,848671,6127000,141.19,0.1,1-00556-0001,85 4 AVENUE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,164,1959,156,4,30.2,1,10.27,3,23,149.21,0.18,562,1,1,10003,205,19484,12,2,1125,36,22,18
1-00575-0057,2009,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,48,1923,51113,1721996,33.7,NA,NA,NA,8340000,163,1-00764-0051,CHELSEA,D9-ELEVATOR,64,1928,38330,1339000,34.9,NA,NA,NA,6730000,176,0.4,1-00575-0077,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,88,1924,63943,2074804,32.4,NA,NA,NA,10100000,158,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,57,1,10011,48,0,9,2,2460,1,5,4
1-00575-0057,2011,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,48,1923,51113,1950000,38.2,NA,NA,NA,9570000,187,1-00618-0042,GREENWICH VILLAGE-WEST,D1-ELEVATOR,55,1962,26700,1040000,39,NA,NA,NA,5110000,191,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,57,1,10011,48,0,9,2,2460,1,5,4
1-00575-0057,2012,GREENWICH VILLAGE-CENTRAL,D4-ELEVATOR,48,1923,51113,1862047,36.43,535664,10.48,1326380,9776000,191.26,1-00576-0076,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,46,1922,37824,1088095,28.77,228499,6.04,859596,6455000,170.66,0.05,1-00570-0008,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,54,1900,49408,1949681,39.46,500971,10.14,1448710,10954000,221.7,0.16,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,575,57,1,10011,48,0,9,2,2460,1,5,4
1-00595-0041,2009,SOHO,C6-WALK-UP,12,1900,25159,588972,23.41,NA,NA,NA,2630000,105,1-00614-0027,GREENWICH VILLAGE-WEST,C1-WALK-UP,36,1916,22050,644112,29.2,NA,NA,NA,3120000,141,0.9,1-00583-0040,GREENWICH VILLAGE-WEST,C4-WALK-UP,40,1900,16595,509678,30.7,NA,NA,NA,2470000,149,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,41,1,10013,12,0,6,2,5890,18,60,3
1-00595-0041,2011,SOHO,C6-WALK-UP,12,1900,25159,690000,27.4,NA,NA,NA,2860000,114,1-00586-0009,GREENWICH VILLAGE-WEST,C5-WALK-UP,24,1907,11934,357000,29.9,NA,NA,NA,1660000,139,0.5,1-00597-0052,SOHO,C4-WALK-UP,26,1901,11388,370000,32.5,NA,NA,NA,1720000,151,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,41,1,10013,12,0,6,2,5890,18,60,3
1-00595-0041,2012,SOHO,C6-WALK-UP,12,1900,25159,762318,30.3,237753,9.45,524565,3927000,156.09,1-00597-0052,SOHO,C4-WALK-UP,26,1901,11388,350828,30.81,109082,9.58,241746,1807000,158.68,0.19,1-00505-0026,SOHO,C4-WALK-UP,24,1910,13500,401969,29.78,125821,9.32,276148,2069000,153.26,0.28,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,595,41,1,10013,12,0,6,2,5890,18,60,3
1-00620-0056,2009,GREENWICH VILLAGE-WEST,C6-WALK-UP,30,1900,19210,614720,32,NA,NA,NA,2980000,155,1-00611-0067,GREENWICH VILLAGE-WEST,C1-WALK-UP,25,1900,16968,574171,33.8,NA,NA,NA,2780000,164,0.15,1-00591-0043,GREENWICH VILLAGE-WEST,C7-WALK-UP,22,1900,12418,415035,33.4,NA,NA,NA,2010000,162,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,56,1,10014,30,0,5,2,150,3,12,1
1-00620-0056,2011,GREENWICH VILLAGE-WEST,C6-WALK-UP,30,1900,19210,710000,37,NA,NA,NA,3310000,172,1-00588-0017,GREENWICH VILLAGE-WEST,C1-WALK-UP,19,1950,7050,284000,40.3,NA,NA,NA,1390000,197,0.15,1-00589-0011,GREENWICH VILLAGE-WEST,C5-WALK-UP,26,1960,9293,361000,38.8,NA,NA,NA,1770000,190,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,56,1,10014,30,0,5,2,150,3,12,1
1-00620-0056,2012,GREENWICH VILLAGE-WEST,C6-WALK-UP,30,1900,19210,655445,34.12,210157,10.94,445288,3300000,171.79,1-00619-0067,GREENWICH VILLAGE-WEST,C4-WALK-UP,27,1910,25955,838000,32.29,252498,9.73,585502,4359000,167.94,0.05,1-00621-0058,GREENWICH VILLAGE-WEST,C4-WALK-UP,38,1880,23296,837238,35.94,282914,12.14,554324,4090000,175.57,0.05,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,620,56,1,10014,30,0,5,2,150,3,12,1
1-00630-0043,2009,GREENWICH VILLAGE-WEST,C6-WALK-UP,30,1911,40320,1290240,32,NA,NA,NA,6250000,155,1-00622-0001,GREENWICH VILLAGE-WEST,C7-WALK-UP,36,1949,15594,631417,40.5,NA,NA,NA,3170000,203,0.15,1-00619-0069,GREENWICH VILLAGE-WEST,C7-WALK-UP,17,1905,10437,432212,41.4,NA,NA,NA,2170000,208,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,43,1,10014,30,0,6,2,180,6,9,6
1-00630-0043,2011,GREENWICH VILLAGE-WEST,C6-WALK-UP,30,1911,40320,1550000,38.4,NA,NA,NA,7610000,189,1-00626-0052,GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1901,9155,366000,40,NA,NA,NA,1800000,197,0.35,1-00588-0017,GREENWICH VILLAGE-WEST,C1-WALK-UP,19,1950,7050,284000,40.3,NA,NA,NA,1390000,197,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630,43,1,10014,30,0,6,2,180,6,9,6
1-00630-0043,2012,GREENWICH VILLAGE-WEST,C6-WALK-UP,30,1911,40320,1406765,34.89,341914,8.48,1064850,7880000,195.44,1-00619-0001,GREENWICH VILLAGE-WEST,D8-ELEVATOR,57,1948,37721,1379788,36.58,417081,11.06,962707,7093000,188.04,0.08,1-00588-0009,GREENWICH VILLAGE-WEST,D1-ELEVATOR,42,1926,22392,743452,33.2,132025,5.9,611427,4544000,202.93,0.14,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,630,43,1,10014,30,0,6,2,180,6,9,6
1-00769-0066,2009,CHELSEA,D4-ELEVATOR,20,1901,11000,335000,30.5,NA,NA,NA,1620000,147,1-00097-0001,SOUTHBRIDGE,D7-ELEVATOR,19,1900,14053,522919,37.2,NA,NA,NA,2630000,187,2.45,1-01579-0002,UPPER EAST SIDE (79-96),D9-ELEVATOR,30,1920,18852,718359,38.1,NA,NA,NA,3610000,191,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,66,1,10011,20,0,6,2,-100,4,12,2
1-00769-0066,2011,CHELSEA,D4-ELEVATOR,20,1901,11000,375000,34.1,NA,NA,NA,1750000,159,1-00768-0077,CHELSEA,D1-ELEVATOR,25,1920,22506,799000,35.5,NA,NA,NA,3720000,165,0.04,1-00716-0062,CHELSEA,D1-ELEVATOR,40,1910,19100,692000,36.2,NA,NA,NA,3220000,169,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,66,1,10011,20,0,6,2,-100,4,12,2
1-00769-0066,2012,CHELSEA,D4-ELEVATOR,20,1901,11000,370590,33.69,98340,8.94,272250,2021000,183.73,1-00770-0051,CHELSEA,D1-ELEVATOR,35,1920,25778,764518,29.66,250067,9.7,514451,3856000,149.58,0.04,1-00716-0062,CHELSEA,D1-ELEVATOR,40,1910,19100,722635,37.83,192348,10.07,530287,4014000,210.16,0.34,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,769,66,1,10011,20,0,6,2,-100,4,12,2
1-00803-0014,2009,CHELSEA,D0-ELEVATOR,16,1910,20026,480000,23.97,NA,NA,NA,2150000,107,1-00860-0015,MURRAY HILL,D5-ELEVATOR,13,1920,34545,871000,25.2,NA,NA,NA,3890000,113,0.35,1-00754-0001,FASHION,D8-ELEVATOR,80,2000,82853,2111000,25.5,NA,NA,NA,10200000,123,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,14,1,10001,14,4800,6,2,11640,39,15,4
1-00803-0014,2011,CHELSEA,D0-ELEVATOR,16,1910,20026,600000,30,NA,NA,NA,2790000,139,1-00797-0074,CHELSEA,D1-ELEVATOR,49,2000,41423,1259000,30.4,NA,NA,NA,5860000,141,0.3,1-00882-0028,GRAMERCY,D1-ELEVATOR,77,1939,52092,1687000,32.4,NA,NA,NA,7860000,151,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,14,1,10001,14,4800,6,2,11640,39,15,4
1-00803-0014,2012,CHELSEA,D0-ELEVATOR,16,1910,20026,662060,33.06,247922,12.38,414138,3078000,153.7,1-00794-0062,CHELSEA,D7-ELEVATOR,26,1920,18714,885244,47.3,179621,9.6,705623,5301000,283.26,0.43,1-00802-0001,CHELSEA,D5-ELEVATOR,18,1920,25144,794866,31.61,209253,8.32,585613,4369000,173.76,0.05,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,803,14,1,10001,14,4800,6,2,11640,39,15,4
1-00827-0068,2009,FLATIRON,D0-ELEVATOR,13,1909,65150,1500000,23.02,NA,NA,NA,6700000,103,1-00757-0066,FASHION,D7-ELEVATOR,253,1930,279392,7517000,26.9,NA,NA,NA,36400000,130,0.65,1-00786-0042,FASHION,D9-ELEVATOR,108,1902,88872,2889000,32.5,NA,NA,NA,14000000,158,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,68,1,10010,12,4000,12,2,9522,29,6,16
1-00827-0068,2011,FLATIRON,D0-ELEVATOR,13,1909,65150,1954500,30,NA,NA,NA,9100000,140,1-00850-0064,FLATIRON,D5-ELEVATOR,87,1911,78646,3495347,44.4,NA,NA,NA,17200000,219,0.3,1-00818-0010,FLATIRON,D9-ELEVATOR,95,1911,64049,3021349,47.2,NA,NA,NA,14800000,231,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,68,1,10010,12,4000,12,2,9522,29,6,16
1-00827-0068,2012,FLATIRON,D0-ELEVATOR,13,1909,65150,2078937,31.91,650197,9.98,1428740,10653000,163.51,1-00850-0064,FLATIRON,D5-ELEVATOR,87,1911,78646,3548932,45.13,962364,12.24,2586570,19463000,247.48,0.3,1-00843-0003,FLATIRON,D6-ELEVATOR,74,1984,63255,2641970,41.77,557246,8.81,2084720,13200000,208.68,0.5,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,827,68,1,10010,12,4000,12,2,9522,29,6,16
1-00831-0020,2009,FASHION,D0-ELEVATOR,45,1906,101808,2600000,25.5,NA,NA,NA,12600000,124,1-00754-0001,FASHION,D8-ELEVATOR,80,2000,82853,2111000,25.5,NA,NA,NA,10200000,123,0.55,1-00757-0066,FASHION,D7-ELEVATOR,253,1930,279392,7517000,26.9,NA,NA,NA,36400000,130,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,20,1,10001,40,11500,8,2,14576,37,25,6
1-00831-0020,2011,FASHION,D0-ELEVATOR,45,1906,101808,2901528,28.5,NA,NA,NA,13500000,133,1-00757-0066,FASHION,D7-ELEVATOR,253,1930,279392,8700000,31.1,NA,NA,NA,40500000,145,0.6,1-00833-0075,FASHION,D5-ELEVATOR,73,1904,61612,4134660,67,NA,NA,NA,20300000,329,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,831,20,1,10001,40,11500,8,2,14576,37,25,6
1-00831-0020,2012,FASHION,D0-ELEVATOR,45,1906,101808,3365772,33.06,1260380,12.38,2105390,15650000,153.72,1-00916-0019,MURRAY HILL,D1-ELEVATOR,12,2003,8176,276238,33.79,43984,5.38,232254,1724000,210.86,0.59,1-01034-0007,MIDTOWN WEST,D9-ELEVATOR,25,1988,17600,581779,33.06,217833,12.38,363946,2233000,126.88,0.88,1-01061-0060,458 WEST 52 STREET,CLINTON,D9-ELEVATOR,26,1910,21,642,30.57,188,8.96,453,3,161.62,1.3,831,20,1,10001,40,11500,8,2,14576,37,25,6
1-00837-0040,2009,FASHION,D0-ELEVATOR,129,1928,127666,3700000,29,NA,NA,NA,17900000,140,1-00796-0048,CHELSEA,D8-ELEVATOR,213,2000,174621,4760000,27.3,NA,NA,NA,23100000,132,0.75,1-00797-0074,CHELSEA,D1-ELEVATOR,49,2000,41423,1188000,28.7,NA,NA,NA,5760000,139,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837,40,1,10018,123,12500,10,2,1545,53,5,7
1-00837-0040,2011,FASHION,D0-ELEVATOR,129,1928,127666,4085312,32,NA,NA,NA,19000000,149,1-00757-0066,FASHION,D7-ELEVATOR,253,1930,279392,8700000,31.1,NA,NA,NA,40500000,145,0.55,1-00866-0035,MURRAY HILL,D6-ELEVATOR,160,1950,153398,5355003,34.9,NA,NA,NA,24900000,162,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837,40,1,10018,123,12500,10,2,1545,53,5,7
1-00837-0040,2012,FASHION,D0-ELEVATOR,129,1928,127666,4287024,33.58,1506460,11.8,2780560,20647000,161.73,1-00865-0032,MURRAY HILL,D7-ELEVATOR,102,1939,101306,3485232,34.4,1145120,11.3,2340110,17335000,171.12,0.24,1-00865-0040,MURRAY HILL,D6-ELEVATOR,247,1955,236315,7934506,33.58,2788210,11.8,5146300,38214000,161.71,0.24,1-00866-0035,40 PARK AVENUE,MURRAY HILL,D6-ELEVATOR,160,1950,153,5,33.15,1,10.3,3,26,169.83,0.24,837,40,1,10018,123,12500,10,2,1545,53,5,7
1-00841-0069,2009,FASHION,D4-ELEVATOR,64,1907,69925,2200000,31.5,NA,NA,NA,10700000,153,1-02138-0108,WASHINGTON HEIGHTS LOWER,D7-ELEVATOR,49,1920,65448,2181788,33.3,NA,NA,NA,10600000,162,6.6,1-01253-0035,UPPER WEST SIDE (79-96),D3-ELEVATOR,45,1925,37674,1270036,33.7,NA,NA,NA,6150000,163,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,69,1,10018,62,1400,12,2,-250,18,0,15
1-00841-0069,2011,FASHION,D4-ELEVATOR,64,1907,69925,2447375,35,NA,NA,NA,11400000,163,1-00833-0075,FASHION,D5-ELEVATOR,73,1904,61612,4134660,67,NA,NA,NA,20300000,329,0.4,1-00767-0043,CHELSEA,D6-ELEVATOR,65,1959,46812,1824000,39,NA,NA,NA,8950000,191,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841,69,1,10018,62,1400,12,2,-250,18,0,15
1-00841-0069,2012,FASHION,D4-ELEVATOR,64,1907,69925,2348082,33.58,825115,11.8,1522970,11309000,161.73,1-00865-0032,MURRAY HILL,D7-ELEVATOR,102,1939,101306,3485232,34.4,1145120,11.3,2340110,17335000,171.12,0.3,1-00866-0035,MURRAY HILL,D6-ELEVATOR,160,1950,153398,5085102,33.15,1579750,10.3,3505360,26051000,169.83,0.28,1-00835-0015,35 WEST 33 STREET,FASHION,D8-ELEVATOR,171,2002,160,4,31.16,1,9,3,26,165.45,0.3,841,69,1,10018,62,1400,12,2,-250,18,0,15
1-00874-0054,2009,GRAMERCY,D4-ELEVATOR,19,1910,17934,678622,37.8,NA,NA,NA,3410000,190,1-00771-0001,CHELSEA,D7-ELEVATOR,39,1910,32325,1241000,38.4,NA,NA,NA,6240000,193,0.8,1-00844-0008,FLATIRON,D6-ELEVATOR,16,1900,30680,1145000,37.3,NA,NA,NA,5760000,188,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874,54,1,10003,19,0,7,2,5500,4,4,1
1-00874-0054,2011,GRAMERCY,D4-ELEVATOR,19,1910,17934,650000,36.2,NA,NA,NA,3030000,169,1-00885-0051,MURRAY HILL,D1-ELEVATOR,48,1962,20660,758000,36.7,NA,NA,NA,3530000,171,0.55,1-00887-0014,MURRAY HILL,D3-ELEVATOR,96,1930,58321,2210000,37.9,NA,NA,NA,10300000,177,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874,54,1,10003,19,0,7,2,5500,4,4,1
1-00874-0054,2012,GRAMERCY,D4-ELEVATOR,19,1910,17934,577654,32.21,162661,9.07,414993,3090000,172.3,1-00874-0060,GRAMERCY,D1-ELEVATOR,15,1920,16069,504640,31.4,144334,8.98,360306,2689000,167.34,0,1-00901-0056,GRAMERCY,D9-ELEVATOR,27,1925,14721,486087,33.02,179891,12.22,306196,2276000,154.61,0.15,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,874,54,1,10003,19,0,7,2,5500,4,4,1
1-00877-0042,2009,GRAMERCY,D4-ELEVATOR,95,1956,99238,3255006,32.8,NA,NA,NA,15800000,159,1-00928-0040,KIPS BAY,D6-ELEVATOR,213,1965,153800,5841765,38,NA,NA,NA,29400000,191,0.25,1-00891-0039,MURRAY HILL,D6-ELEVATOR,131,1955,96102,2654646,27.6,NA,NA,NA,12900000,134,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877,42,1,10010,92,3099,17,2,6050,18,0,6
1-00877-0042,2011,GRAMERCY,D4-ELEVATOR,95,1956,99238,3370000,34,NA,NA,NA,15700000,158,1-00716-0062,CHELSEA,D1-ELEVATOR,40,1910,19100,692000,36.2,NA,NA,NA,3220000,169,1.1,1-00768-0077,CHELSEA,D1-ELEVATOR,25,1920,22506,799000,35.5,NA,NA,NA,3720000,165,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877,42,1,10010,92,3099,17,2,6050,18,0,6
1-00877-0042,2012,GRAMERCY,D4-ELEVATOR,95,1956,99238,3357222,33.83,1193830,12.03,2163390,16056000,161.79,1-00902-0030,GRAMERCY,D6-ELEVATOR,94,1930,77640,2626322,33.83,933788,12.03,1692530,12561000,161.79,0.12,1-00877-0057,GRAMERCY,D9-ELEVATOR,47,1925,24894,749557,30.11,202646,8.14,546911,4096000,164.54,0,1-00928-0009,321 EAST 22 STREET,KIPS BAY,D9-ELEVATOR,116,1968,81,3,38.16,814,10,2,17,213.17,0.26,877,42,1,10010,92,3099,17,2,6050,18,0,6
1-00891-0083,2009,MURRAY HILL,D4-ELEVATOR,63,1958,40000,918800,22.97,NA,NA,NA,4110000,103,1-00816-0042,FLATIRON,D6-ELEVATOR,223,1962,180000,3910000,21.72,NA,NA,NA,17500000,97,1.05,1-00571-0025,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1437183,24.24,NA,NA,NA,6420000,108,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891,83,1,10016,61,1000,12,2,-30,11,3,6
1-00891-0083,2011,MURRAY HILL,D4-ELEVATOR,63,1958,40000,1400000,35,NA,NA,NA,6520000,163,1-00885-0051,MURRAY HILL,D1-ELEVATOR,48,1962,20660,758000,36.7,NA,NA,NA,3530000,171,0.3,1-00887-0014,MURRAY HILL,D3-ELEVATOR,96,1930,58321,2210000,37.9,NA,NA,NA,10300000,177,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891,83,1,10016,61,1000,12,2,-30,11,3,6
1-00891-0083,2012,MURRAY HILL,D4-ELEVATOR,63,1958,40000,1410800,35.27,464400,11.61,946400,6998000,174.95,1-00892-0049,MURRAY HILL,D3-ELEVATOR,39,1924,41306,848595,20.54,240869,5.83,607726,4338000,105.02,0.1,1-00890-0005,MURRAY HILL,D9-ELEVATOR,102,1924,71115,3594669,50.55,1009790,14.2,2584880,19359000,272.22,0.05,1-00888-0055,142 EAST 33 STREET,MURRAY HILL,D1-ELEVATOR,49,1927,26,927,35.27,305,11.61,621,4,174.96,0.18,891,83,1,10016,61,1000,12,2,-30,11,3,6
1-01043-0003,2009,MIDTOWN WEST,C6-WALK-UP,13,1920,11071,350000,31.6,NA,NA,NA,1700000,154,1-01045-0001,MIDTOWN WEST,C7-WALK-UP,20,1920,13786,383047,27.8,NA,NA,NA,1860000,135,0.1,1-01043-0061,MIDTOWN WEST,C7-WALK-UP,13,1920,11452,470119,41.1,NA,NA,NA,2360000,206,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043,3,1,10019,12,1845,5,2,-300,9,13,6
1-01043-0003,2011,MIDTOWN WEST,C6-WALK-UP,13,1920,11071,387485,35,NA,NA,NA,1800000,163,1-01037-0048,MIDTOWN WEST,C4-WALK-UP,20,1920,10110,386284,38.2,NA,NA,NA,1900000,188,0.3,1-01037-0047,MIDTOWN WEST,C4-WALK-UP,22,1920,11275,377275,33.5,NA,NA,NA,1760000,156,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043,3,1,10019,12,1845,5,2,-300,9,13,6
1-01043-0003,2012,MIDTOWN WEST,C6-WALK-UP,13,1920,11071,414277,37.42,121449,10.97,292828,2153000,194.47,1-01043-0004,MIDTOWN WEST,C7-WALK-UP,15,1920,9336,431191,46.19,102825,11.01,328366,2325000,249.04,0,1-01042-0050,MIDTOWN WEST,C7-WALK-UP,18,1920,10565,395349,37.42,115910,10.97,279439,2055000,194.51,0.05,1-01043-0063,794 9 AVENUE,MIDTOWN WEST,C7-WALK-UP,19,1920,9,298,31.84,116,12.46,181,1,144.5,0,1043,3,1,10019,12,1845,5,2,-300,9,13,6
1-01057-0037,2009,CLINTON,C6-WALK-UP,20,1900,13375,334375,25,NA,NA,NA,944000,71,1-01056-0045,CLINTON,C4-WALK-UP,15,1901,11204,284492,25.4,NA,NA,NA,1380000,123,0.05,1-01056-0058,CLINTON,C4-WALK-UP,15,1901,11235,291145,25.9,NA,NA,NA,1410000,126,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,37,1,10036,20,0,5,2,7775,1,8,0
1-01057-0037,2011,CLINTON,C6-WALK-UP,20,1900,13375,428000,32,NA,NA,NA,907000,68,1-01055-0029,CLINTON,C7-WALK-UP,21,1910,13500,729807,54,NA,NA,NA,3580000,265,0.1,1-01056-0060,CLINTON,C4-WALK-UP,15,1925,11455,412202,36,NA,NA,NA,1920000,168,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,37,1,10036,20,0,5,2,7775,1,8,0
1-01057-0037,2012,CLINTON,C6-WALK-UP,20,1900,13375,359119,26.85,127731,9.55,231388,1360000,101.68,1-01058-0041,CLINTON,C4-WALK-UP,15,1901,9875,269193,27.26,107638,10.9,161555,1165000,117.97,0.05,1-01036-0036,MIDTOWN WEST,D6-ELEVATOR,87,1890,29670,784200,26.43,333293,11.23,450907,2002000,67.48,0.2,NA, , , ,0,0,0,0,0,0,0,0,0,0,0,1057,37,1,10036,20,0,5,2,7775,1,8,0
